,executed_params,executed_p,executed_ref,executed_broker,executed_info,executed_comminfo,executed_triggered,executed_status,executed_position,executed_valid,executed_dteos,executed_plen,created_pclose,created_exbits,created_p1,created_p2,created_date,created_size,created_remsize,created_price,created_pricelimit,created_trailamount,created_trailpercent,created_value,created_comm,created_margin,created_pnl,created_psize,created_pprice,executed_pclose,executed_exbits,executed_p1,executed_p2,executed_size,executed_remsize,executed_price,executed_pricelimit,executed_trailamount,executed_trailpercent,executed_value,executed_comm,executed_margin,executed_pnl,executed_psize,executed_pprice,executed_pannotated,executed_date
185,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000019851CDB970>,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000019851CDB970>,185,None,"AutoOrderedDict([('pprice', 36643.630437317785), ('custom_order_id', 62), ('signal', original_index          2023-11-22 03:27:00+00:00
end                     2023-12-30 16:00:00+00:00
limit_price                          36643.630437
stop_loss                                 36359.4
take_profit                               37873.8
trigger_price                             36611.8
trigger_satisfied                           False
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
updated                                      True
original_order_id                             NaN
base_asset_amount                             NaN
Name: (2023-11-22 03:27:00+00:00, 2023-11-18 00:00:00+00:00, 4h, buy), dtype: object), ('signal_index', (Timestamp('2023-11-22 03:27:00+0000', tz='UTC'), Timestamp('2023-11-18 00:00:00+0000', tz='UTC'), '4h', 'buy')), ('custom_type', 'stop_order')])",<backtrader.comminfo.CommInfoBase object at 0x00000198496769E0>,False,4,0,738884.6666666666,738846.9999999999,16049,36353.5,deque([]),0,0,2023-11-22 03:27:00,-0.03518272038127826,0,36359.4,36359.4,None,None,0.0,0.0,None,0.0,0,0,0.0,deque([<backtrader.order.OrderExecutionBit object at 0x00000198520840A0>]),0,1,-0.03518272038127826,0.0,36359.4,0.0,0.0,0.0,1285.882113408984,0.0,None,-6.659509977935083,0.05581726664206846,36548.683543335064,None,
186,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000019851CDA350>,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000019851CDA350>,186,None,"AutoOrderedDict([('pprice', 36643.630437317785), ('custom_order_id', 62), ('signal', original_index          2023-11-22 03:27:00+00:00
end                     2023-12-30 16:00:00+00:00
limit_price                          36643.630437
stop_loss                                 36359.4
take_profit                               37873.8
trigger_price                             36611.8
trigger_satisfied                           False
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
updated                                      True
original_order_id                             NaN
base_asset_amount                             NaN
Name: (2023-11-22 03:27:00+00:00, 2023-11-18 00:00:00+00:00, 4h, buy), dtype: object), ('signal_index', (Timestamp('2023-11-22 03:27:00+0000', tz='UTC'), Timestamp('2023-11-18 00:00:00+0000', tz='UTC'), '4h', 'buy')), ('custom_type', 'profit')])",None,False,5,0,738884.6666666666,738846.9999999999,16049,36353.5,deque([]),0,0,2023-11-22 03:27:00,-0.03518272038127826,0,37873.80000000001,37873.80000000001,None,None,0.0,0.0,None,0.0,0,0,0.0,deque([]),0,0,0,-0.03518272038127826,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,0,None,
182,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000019851D3E020>,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000019851D3E020>,182,None,"AutoOrderedDict([('pprice', 36524.25603184451), ('custom_order_id', 61), ('signal', original_index          2023-11-22 03:26:00+00:00
end                     2023-11-28 13:00:00+00:00
limit_price                          36524.256032
stop_loss                                 36345.1
take_profit                               37327.9
trigger_price                             36508.9
trigger_satisfied                           False
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
updated                                      True
original_order_id                             NaN
base_asset_amount                             NaN
Name: (2023-11-22 03:26:00+00:00, 2023-11-17 21:00:00+00:00, 1h, buy), dtype: object), ('signal_index', (Timestamp('2023-11-22 03:26:00+0000', tz='UTC'), Timestamp('2023-11-17 21:00:00+0000', tz='UTC'), '1h', 'buy')), ('custom_type', 'stop_order')])",<backtrader.comminfo.CommInfoBase object at 0x00000198496769E0>,False,4,0,738852.5416666666,738846.9999999999,16048,36354.8,deque([]),0,0,2023-11-22 03:26:00,-0.05581726664206835,0,36345.1,36345.1,None,None,0.0,0.0,None,0.0,0,0,0.0,deque([<backtrader.order.OrderExecutionBit object at 0x0000019851D3D6F0>]),0,1,-0.05581726664206835,0.0,36345.1,0.0,0.0,0.0,2040.0476147549086,0.0,None,-11.363476922270442,1.1102230246251565e-16,36548.683543335064,None,
183,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000019851D3C820>,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000019851D3C820>,183,None,"AutoOrderedDict([('pprice', 36524.25603184451), ('custom_order_id', 61), ('signal', original_index          2023-11-22 03:26:00+00:00
end                     2023-11-28 13:00:00+00:00
limit_price                          36524.256032
stop_loss                                 36345.1
take_profit                               37327.9
trigger_price                             36508.9
trigger_satisfied                           False
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
updated                                      True
original_order_id                             NaN
base_asset_amount                             NaN
Name: (2023-11-22 03:26:00+00:00, 2023-11-17 21:00:00+00:00, 1h, buy), dtype: object), ('signal_index', (Timestamp('2023-11-22 03:26:00+0000', tz='UTC'), Timestamp('2023-11-17 21:00:00+0000', tz='UTC'), '1h', 'buy')), ('custom_type', 'profit')])",None,False,5,0,738852.5416666666,738846.9999999999,16048,36354.8,deque([]),0,0,2023-11-22 03:26:00,-0.05581726664206835,0,37327.900000000016,37327.900000000016,None,None,0.0,0.0,None,0.0,0,0,0.0,deque([]),0,0,0,-0.05581726664206835,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,0,None,
190,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000019851E80520>,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000019851E80520>,190,None,"AutoOrderedDict([('custom_order_id', 64), ('signal', original_index          2023-11-22 11:18:00+00:00
end                     2023-11-25 01:15:00+00:00
limit_price                          36512.173675
stop_loss                                 36563.1
take_profit                               36283.5
trigger_price                             36516.5
trigger_satisfied                           False
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
updated                                      True
original_order_id                             NaN
base_asset_amount                             NaN
Name: (2023-11-22 11:18:00+00:00, 2023-11-22 09:15:00+00:00, 15min, sell), dtype: object), ('signal_index', (Timestamp('2023-11-22 11:18:00+0000', tz='UTC'), Timestamp('2023-11-22 09:15:00+0000', tz='UTC'), '15min', 'sell')), ('custom_type', 'original_order')])",None,False,1,0,738849.0520833334,738846.9999999999,16734,36323.3,deque([]),0,0,2023-11-22 14:53:00,-0.19636209900269053,0,36512.17367536409,36512.17367536409,None,None,0.0,0.0,None,0.0,0,0,0.0,deque([]),0,0,0,-0.19636209900269053,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,0,,
191,<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x0000019851E81D80>,<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x0000019851E81D80>,191,None,"AutoOrderedDict([('custom_order_id', 64), ('signal', original_index          2023-11-22 11:18:00+00:00
end                     2023-11-25 01:15:00+00:00
limit_price                          36512.173675
stop_loss                                 36563.1
take_profit                               36283.5
trigger_price                             36516.5
trigger_satisfied                           False
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
updated                                      True
original_order_id                             NaN
base_asset_amount                             NaN
Name: (2023-11-22 11:18:00+00:00, 2023-11-22 09:15:00+00:00, 15min, sell), dtype: object), ('signal_index', (Timestamp('2023-11-22 11:18:00+0000', tz='UTC'), Timestamp('2023-11-22 09:15:00+0000', tz='UTC'), '15min', 'sell')), ('custom_type', 'stop_order')])",None,False,1,0,738849.0520833334,738846.9999999999,16734,36323.3,deque([]),0,0,2023-11-22 14:53:00,0.19636209900269053,0,36563.1,36563.1,None,None,0.0,0.0,None,0.0,0,0,0.0,deque([]),0,0,0,0.19636209900269053,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,0,,
192,<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x0000019851E81870>,<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x0000019851E81870>,192,None,"AutoOrderedDict([('custom_order_id', 64), ('signal', original_index          2023-11-22 11:18:00+00:00
end                     2023-11-25 01:15:00+00:00
limit_price                          36512.173675
stop_loss                                 36563.1
take_profit                               36283.5
trigger_price                             36516.5
trigger_satisfied                           False
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
updated                                      True
original_order_id                             NaN
base_asset_amount                             NaN
Name: (2023-11-22 11:18:00+00:00, 2023-11-22 09:15:00+00:00, 15min, sell), dtype: object), ('signal_index', (Timestamp('2023-11-22 11:18:00+0000', tz='UTC'), Timestamp('2023-11-22 09:15:00+0000', tz='UTC'), '15min', 'sell')), ('custom_type', 'profit')])",None,False,1,0,738849.0520833334,738846.9999999999,16734,36323.3,deque([]),0,0,2023-11-22 14:53:00,0.19636209900269053,0,36283.50000000001,36283.50000000001,None,None,0.0,0.0,None,0.0,0,0,0.0,deque([]),0,0,0,0.19636209900269053,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,0,,
190,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000019851E80520>,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000019851E80520>,190,None,"AutoOrderedDict([('custom_order_id', 64), ('signal', original_index          2023-11-22 11:18:00+00:00
end                     2023-11-25 01:15:00+00:00
limit_price                          36512.173675
stop_loss                                 36563.1
take_profit                               36283.5
trigger_price                             36516.5
trigger_satisfied                           False
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
updated                                      True
original_order_id                             NaN
base_asset_amount                             NaN
Name: (2023-11-22 11:18:00+00:00, 2023-11-22 09:15:00+00:00, 15min, sell), dtype: object), ('signal_index', (Timestamp('2023-11-22 11:18:00+0000', tz='UTC'), Timestamp('2023-11-22 09:15:00+0000', tz='UTC'), '15min', 'sell')), ('custom_type', 'original_order')])",None,False,2,0,738849.0520833334,738846.9999999999,16735,36323.3,deque([]),0,0,2023-11-22 14:53:00,-0.19636209900269053,0,36512.17367536409,36512.17367536409,None,None,0.0,0.0,None,0.0,0,0,0.0,deque([]),0,0,0,-0.19636209900269053,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,0,None,
191,<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x0000019851E81D80>,<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x0000019851E81D80>,191,None,"AutoOrderedDict([('custom_order_id', 64), ('signal', original_index          2023-11-22 11:18:00+00:00
end                     2023-11-25 01:15:00+00:00
limit_price                          36512.173675
stop_loss                                 36563.1
take_profit                               36283.5
trigger_price                             36516.5
trigger_satisfied                           False
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
updated                                      True
original_order_id                             NaN
base_asset_amount                             NaN
Name: (2023-11-22 11:18:00+00:00, 2023-11-22 09:15:00+00:00, 15min, sell), dtype: object), ('signal_index', (Timestamp('2023-11-22 11:18:00+0000', tz='UTC'), Timestamp('2023-11-22 09:15:00+0000', tz='UTC'), '15min', 'sell')), ('custom_type', 'stop_order')])",None,False,2,0,738849.0520833334,738846.9999999999,16735,36323.3,deque([]),0,0,2023-11-22 14:53:00,0.19636209900269053,0,36563.1,36563.1,None,None,0.0,0.0,None,0.0,0,0,0.0,deque([]),0,0,0,0.19636209900269053,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,0,None,
192,<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x0000019851E81870>,<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x0000019851E81870>,192,None,"AutoOrderedDict([('custom_order_id', 64), ('signal', original_index          2023-11-22 11:18:00+00:00
end                     2023-11-25 01:15:00+00:00
limit_price                          36512.173675
stop_loss                                 36563.1
take_profit                               36283.5
trigger_price                             36516.5
trigger_satisfied                           False
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
updated                                      True
original_order_id                             NaN
base_asset_amount                             NaN
Name: (2023-11-22 11:18:00+00:00, 2023-11-22 09:15:00+00:00, 15min, sell), dtype: object), ('signal_index', (Timestamp('2023-11-22 11:18:00+0000', tz='UTC'), Timestamp('2023-11-22 09:15:00+0000', tz='UTC'), '15min', 'sell')), ('custom_type', 'profit')])",None,False,2,0,738849.0520833334,738846.9999999999,16735,36323.3,deque([]),0,0,2023-11-22 14:53:00,0.19636209900269053,0,36283.50000000001,36283.50000000001,None,None,0.0,0.0,None,0.0,0,0,0.0,deque([]),0,0,0,0.19636209900269053,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,0,None,
190,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000019851E80520>,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000019851E80520>,190,None,"AutoOrderedDict([('custom_order_id', 64), ('signal', original_index          2023-11-22 11:18:00+00:00
end                     2023-11-25 01:15:00+00:00
limit_price                          36512.173675
stop_loss                                 36563.1
take_profit                               36283.5
trigger_price                             36516.5
trigger_satisfied                           False
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
updated                                      True
original_order_id                             NaN
base_asset_amount                             NaN
Name: (2023-11-22 11:18:00+00:00, 2023-11-22 09:15:00+00:00, 15min, sell), dtype: object), ('signal_index', (Timestamp('2023-11-22 11:18:00+0000', tz='UTC'), Timestamp('2023-11-22 09:15:00+0000', tz='UTC'), '15min', 'sell')), ('custom_type', 'original_order')])",<backtrader.comminfo.CommInfoBase object at 0x00000198496769E0>,False,4,0,738849.0520833334,738846.9999999999,16735,36323.3,deque([]),0,0,2023-11-22 14:53:00,-0.19636209900269053,0,36512.17367536409,36512.17367536409,None,None,0.0,0.0,None,0.0,0,0,0.0,deque([<backtrader.order.OrderExecutionBit object at 0x0000019851FD6290>]),0,1,-0.19636209900269053,0.0,36512.17367536409,0.0,0.0,0.0,-7169.607062045266,0.0,None,-4.053409604740345e-15,-0.19636209900269042,36512.17367536409,None,
193,<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x0000019851D3E050>,<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x0000019851D3E050>,193,None,"AutoOrderedDict([('custom_order_id', 65), ('signal', original_index          2023-11-22 15:24:00+00:00
end                     2023-11-25 01:15:00+00:00
limit_price                          36567.426325
stop_loss                                 36516.5
take_profit                               36796.1
trigger_price                             36563.1
trigger_satisfied                           False
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
updated                                      True
original_order_id                             NaN
base_asset_amount                             NaN
Name: (2023-11-22 15:24:00+00:00, 2023-11-22 09:15:00+00:00, 15min, buy), dtype: object), ('signal_index', (Timestamp('2023-11-22 15:24:00+0000', tz='UTC'), Timestamp('2023-11-22 09:15:00+0000', tz='UTC'), '15min', 'buy')), ('custom_type', 'original_order')])",None,False,1,0,738849.0520833334,738846.9999999999,16765,36554.7,deque([]),0,0,2023-11-22 15:24:00,0.19636209900269053,0,36567.42632463591,36567.42632463591,None,None,0.0,0.0,None,0.0,0,0,0.0,deque([<backtrader.order.OrderExecutionBit object at 0x000001985203C190>]),0,0,0,0.19636209900269053,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,0,,
194,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000019851E8A5F0>,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000019851E8A5F0>,194,None,"AutoOrderedDict([('custom_order_id', 65), ('signal', original_index          2023-11-22 15:24:00+00:00
end                     2023-11-25 01:15:00+00:00
limit_price                          36567.426325
stop_loss                                 36516.5
take_profit                               36796.1
trigger_price                             36563.1
trigger_satisfied                           False
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
updated                                      True
original_order_id                             NaN
base_asset_amount                             NaN
Name: (2023-11-22 15:24:00+00:00, 2023-11-22 09:15:00+00:00, 15min, buy), dtype: object), ('signal_index', (Timestamp('2023-11-22 15:24:00+0000', tz='UTC'), Timestamp('2023-11-22 09:15:00+0000', tz='UTC'), '15min', 'buy')), ('custom_type', 'stop_order')])",None,False,1,0,738849.0520833334,738846.9999999999,16765,36554.7,deque([]),0,0,2023-11-22 15:24:00,-0.19636209900269053,0,36516.5,36516.5,None,None,0.0,0.0,None,0.0,0,0,0.0,deque([]),0,0,0,-0.19636209900269053,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,0,,
195,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000019851E89000>,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000019851E89000>,195,None,"AutoOrderedDict([('custom_order_id', 65), ('signal', original_index          2023-11-22 15:24:00+00:00
end                     2023-11-25 01:15:00+00:00
limit_price                          36567.426325
stop_loss                                 36516.5
take_profit                               36796.1
trigger_price                             36563.1
trigger_satisfied                           False
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
updated                                      True
original_order_id                             NaN
base_asset_amount                             NaN
Name: (2023-11-22 15:24:00+00:00, 2023-11-22 09:15:00+00:00, 15min, buy), dtype: object), ('signal_index', (Timestamp('2023-11-22 15:24:00+0000', tz='UTC'), Timestamp('2023-11-22 09:15:00+0000', tz='UTC'), '15min', 'buy')), ('custom_type', 'profit')])",None,False,1,0,738849.0520833334,738846.9999999999,16765,36554.7,deque([]),0,0,2023-11-22 15:24:00,-0.19636209900269053,0,36796.09999999999,36796.09999999999,None,None,0.0,0.0,None,0.0,0,0,0.0,deque([]),0,0,0,-0.19636209900269053,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,0,,
193,<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x0000019851D3E050>,<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x0000019851D3E050>,193,None,"AutoOrderedDict([('custom_order_id', 65), ('signal', original_index          2023-11-22 15:24:00+00:00
end                     2023-11-25 01:15:00+00:00
limit_price                          36567.426325
stop_loss                                 36516.5
take_profit                               36796.1
trigger_price                             36563.1
trigger_satisfied                           False
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
updated                                      True
original_order_id                             NaN
base_asset_amount                             NaN
Name: (2023-11-22 15:24:00+00:00, 2023-11-22 09:15:00+00:00, 15min, buy), dtype: object), ('signal_index', (Timestamp('2023-11-22 15:24:00+0000', tz='UTC'), Timestamp('2023-11-22 09:15:00+0000', tz='UTC'), '15min', 'buy')), ('custom_type', 'original_order')])",None,False,2,0,738849.0520833334,738846.9999999999,16766,36554.7,deque([]),0,0,2023-11-22 15:24:00,0.19636209900269053,0,36567.42632463591,36567.42632463591,None,None,0.0,0.0,None,0.0,0,0,0.0,deque([<backtrader.order.OrderExecutionBit object at 0x000001985203C190>]),0,0,0,0.19636209900269053,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,0,None,
194,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000019851E8A5F0>,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000019851E8A5F0>,194,None,"AutoOrderedDict([('custom_order_id', 65), ('signal', original_index          2023-11-22 15:24:00+00:00
end                     2023-11-25 01:15:00+00:00
limit_price                          36567.426325
stop_loss                                 36516.5
take_profit                               36796.1
trigger_price                             36563.1
trigger_satisfied                           False
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
updated                                      True
original_order_id                             NaN
base_asset_amount                             NaN
Name: (2023-11-22 15:24:00+00:00, 2023-11-22 09:15:00+00:00, 15min, buy), dtype: object), ('signal_index', (Timestamp('2023-11-22 15:24:00+0000', tz='UTC'), Timestamp('2023-11-22 09:15:00+0000', tz='UTC'), '15min', 'buy')), ('custom_type', 'stop_order')])",None,False,2,0,738849.0520833334,738846.9999999999,16766,36554.7,deque([]),0,0,2023-11-22 15:24:00,-0.19636209900269053,0,36516.5,36516.5,None,None,0.0,0.0,None,0.0,0,0,0.0,deque([]),0,0,0,-0.19636209900269053,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,0,None,
195,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000019851E89000>,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000019851E89000>,195,None,"AutoOrderedDict([('custom_order_id', 65), ('signal', original_index          2023-11-22 15:24:00+00:00
end                     2023-11-25 01:15:00+00:00
limit_price                          36567.426325
stop_loss                                 36516.5
take_profit                               36796.1
trigger_price                             36563.1
trigger_satisfied                           False
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
updated                                      True
original_order_id                             NaN
base_asset_amount                             NaN
Name: (2023-11-22 15:24:00+00:00, 2023-11-22 09:15:00+00:00, 15min, buy), dtype: object), ('signal_index', (Timestamp('2023-11-22 15:24:00+0000', tz='UTC'), Timestamp('2023-11-22 09:15:00+0000', tz='UTC'), '15min', 'buy')), ('custom_type', 'profit')])",None,False,2,0,738849.0520833334,738846.9999999999,16766,36554.7,deque([]),0,0,2023-11-22 15:24:00,-0.19636209900269053,0,36796.09999999999,36796.09999999999,None,None,0.0,0.0,None,0.0,0,0,0.0,deque([]),0,0,0,-0.19636209900269053,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,0,None,
193,<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x0000019851D3E050>,<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x0000019851D3E050>,193,None,"AutoOrderedDict([('custom_order_id', 65), ('signal', original_index          2023-11-22 15:24:00+00:00
end                     2023-11-25 01:15:00+00:00
limit_price                          36567.426325
stop_loss                                 36516.5
take_profit                               36796.1
trigger_price                             36563.1
trigger_satisfied                           False
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
updated                                      True
original_order_id                             NaN
base_asset_amount                             NaN
Name: (2023-11-22 15:24:00+00:00, 2023-11-22 09:15:00+00:00, 15min, buy), dtype: object), ('signal_index', (Timestamp('2023-11-22 15:24:00+0000', tz='UTC'), Timestamp('2023-11-22 09:15:00+0000', tz='UTC'), '15min', 'buy')), ('custom_type', 'original_order')])",<backtrader.comminfo.CommInfoBase object at 0x00000198496769E0>,False,4,0,738849.0520833334,738846.9999999999,16766,36554.7,deque([]),0,0,2023-11-22 15:24:00,0.19636209900269053,0,36567.42632463591,36567.42632463591,None,None,0.0,0.0,None,0.0,0,0,0.0,deque([<backtrader.order.OrderExecutionBit object at 0x000001985203C190>]),0,1,0.19636209900269053,0.0,36558.4,0.0,0.0,0.0,-7169.607062045266,0.0,None,-9.07709813468792,1.1102230246251565e-16,36558.4,None,
194,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000019851E8A5F0>,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000019851E8A5F0>,194,None,"AutoOrderedDict([('custom_order_id', 65), ('signal', original_index          2023-11-22 15:24:00+00:00
end                     2023-11-25 01:15:00+00:00
limit_price                          36567.426325
stop_loss                                 36516.5
take_profit                               36796.1
trigger_price                             36563.1
trigger_satisfied                           False
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
updated                                      True
original_order_id                             NaN
base_asset_amount                             NaN
Name: (2023-11-22 15:24:00+00:00, 2023-11-22 09:15:00+00:00, 15min, buy), dtype: object), ('signal_index', (Timestamp('2023-11-22 15:24:00+0000', tz='UTC'), Timestamp('2023-11-22 09:15:00+0000', tz='UTC'), '15min', 'buy')), ('custom_type', 'stop_order')])",<backtrader.comminfo.CommInfoBase object at 0x00000198496769E0>,False,4,0,738849.0520833334,738846.9999999999,16766,36554.7,deque([]),0,0,2023-11-22 15:24:00,-0.19636209900269053,0,36516.5,36516.5,None,None,0.0,0.0,None,0.0,0,0,0.0,deque([<backtrader.order.OrderExecutionBit object at 0x00000198520849D0>]),0,1,-0.19636209900269053,0.0,36516.5,0.0,0.0,0.0,-7170.456588231741,0.0,None,-4.6518344731795675e-15,-0.19636209900269042,36516.5,None,
195,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000019851E89000>,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000019851E89000>,195,None,"AutoOrderedDict([('custom_order_id', 65), ('signal', original_index          2023-11-22 15:24:00+00:00
end                     2023-11-25 01:15:00+00:00
limit_price                          36567.426325
stop_loss                                 36516.5
take_profit                               36796.1
trigger_price                             36563.1
trigger_satisfied                           False
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
updated                                      True
original_order_id                             NaN
base_asset_amount                             NaN
Name: (2023-11-22 15:24:00+00:00, 2023-11-22 09:15:00+00:00, 15min, buy), dtype: object), ('signal_index', (Timestamp('2023-11-22 15:24:00+0000', tz='UTC'), Timestamp('2023-11-22 09:15:00+0000', tz='UTC'), '15min', 'buy')), ('custom_type', 'profit')])",None,False,5,0,738849.0520833334,738846.9999999999,16766,36554.7,deque([]),0,0,2023-11-22 15:24:00,-0.19636209900269053,0,36796.09999999999,36796.09999999999,None,None,0.0,0.0,None,0.0,0,0,0.0,deque([]),0,0,0,-0.19636209900269053,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,0,None,
191,<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x0000019851E81D80>,<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x0000019851E81D80>,191,None,"AutoOrderedDict([('custom_order_id', 64), ('signal', original_index          2023-11-22 11:18:00+00:00
end                     2023-11-25 01:15:00+00:00
limit_price                          36512.173675
stop_loss                                 36563.1
take_profit                               36283.5
trigger_price                             36516.5
trigger_satisfied                           False
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
updated                                      True
original_order_id                             NaN
base_asset_amount                             NaN
Name: (2023-11-22 11:18:00+00:00, 2023-11-22 09:15:00+00:00, 15min, sell), dtype: object), ('signal_index', (Timestamp('2023-11-22 11:18:00+0000', tz='UTC'), Timestamp('2023-11-22 09:15:00+0000', tz='UTC'), '15min', 'sell')), ('custom_type', 'stop_order')])",<backtrader.comminfo.CommInfoBase object at 0x00000198496769E0>,False,4,0,738849.0520833334,738846.9999999999,16735,36323.3,deque([]),0,0,2023-11-22 14:53:00,0.19636209900269053,0,36563.1,36563.1,None,None,0.0,0.0,None,0.0,0,0,0.0,deque([<backtrader.order.OrderExecutionBit object at 0x00000198520859C0>]),0,1,0.19636209900269053,0.0,36563.1,0.0,0.0,0.0,-7170.456588231741,0.0,None,-9.150473813525087,1.1102230246251565e-16,36563.1,None,
